Name;SRR341593;SRR341613;SRR341592;SRR341603;SRR341635;SRR341621;SRR341647;SRR341616;SRR341584;SRR341623;SRR341591;SRR341625;SRR341634;SRR341633;SRR341639;SRR341631;SRR341649;SRR341596;SRR341588;SRR341652;SRR341626;SRR341605;SRR341642;SRR341604;SRR341630;SRR341609;SRR341653;SRR341611;SRR341615;SRR341618;SRR341594;SRR341637;SRR341648;SRR341607;SRR341598;SRR341624;SRR341585;SRR341619;SRR341641;SRR341595;SRR341597;SRR341586;SRR341600;SRR341602;SRR341629;SRR341651;SRR341636;SRR341645;SRR341646;SRR341608;SRR341640;SRR341627;SRR341612;SRR341632;SRR341654;SRR341610;SRR341628;SRR341599;SRR341614;SRR341587;SRR341617;SRR341601;SRR341589;SRR341650;SRR341622;SRR341620;SRR341638;SRR341606;SRR341643;SRR341590;SRR341644
Eggerthella sp. YY7918 DNA, complete genome;2.29549583336e-06;1.14889830983e-07;1.31426795172e-06;2.00962730003e-21;3.27369106335e-05;0.000180829002155;8.08039313052e-05;5.76505732252e-05;5.68018603351e-07;0.000148657599878;0.000106183657749;7.15526107337e-07;3.5896253543e-06;0.000450019224014;6.44454466377e-13;5.50037219594e-05;1.30580907189e-06;1.20610815846e-06;;1.45603450816e-08;1.35241480803e-05;3.65644625934e-05;0.000224726906793;3.09163558482e-07;1.74758692469e-06;4.88471328726e-05;0.000208718779797;1.10250309327e-06;5.22268351929e-05;3.28735585616e-06;1.49269836534e-07;4.5600051813e-05;0.000312408465977;;3.04433309749e-07;2.20071855357e-15;1.28180831482e-05;0.000410827017343;1.40237267154e-05;2.19717978703e-05;3.70893541481e-07;3.75682708557e-05;5.210440279e-07;9.31958858775e-07;2.48524435592e-20;2.13400941776e-08;4.26799905043e-06;1.05950813674e-05;5.37523825245e-06;0.00023956614859;6.30520960225e-05;1.87218276077e-19;0.000985606141448;0.000320574073002;9.53723992831e-06;2.13404802721e-10;4.09760204298e-05;4.8103808142e-05;8.43042382575e-05;4.88746971366e-07;9.00531005448e-06;4.17794945795e-05;7.16116447005e-06;6.02497584229e-05;9.46393496618e-06;2.05047283413e-06;1.24584087611e-15;2.7775044282e-06;0.000130661863852;1.97489461101e-06;6.44000762422e-06
Streptococcus sp. I-G2, complete genome;1.446061073e-06;0.000337379517475;2.99072572504e-09;3.07252531328e-05;7.56866560942e-05;3.55647246843e-05;9.98936042326e-05;1.29050994377e-05;2.23218049689e-06;5.89534436628e-05;0.000501850258574;0.000104466914386;2.18531385813e-06;0.000104782820891;8.10530106413e-06;0.000378822300425;6.11168150302e-05;0.00197897807552;4.75907066789e-05;0.000103908655292;1.21914721914e-05;4.82067987916e-05;2.13865910299e-05;1.98498963142e-05;6.73393880749e-06;4.81512886397e-10;3.07874455408e-05;9.23184046561e-07;3.11482645279e-05;0.000241113705998;2.38198672436e-06;6.61044120055e-05;1.16499475877e-05;1.54543929566e-08;4.73791368486e-08;4.10342791704e-05;0.00630712046503;0.000129360779517;2.93395445806e-05;6.57548714206e-06;0.00016588872647;3.06803869795e-06;2.81851862488e-07;3.40567044076e-05;0.000415620929839;5.20554436278e-05;4.46473901604e-07;4.70315351341e-05;8.89023028352e-06;2.99955252119e-05;2.4589769371e-06;1.65951660085e-05;6.01416048195e-05;3.53822422595e-05;2.39044222845e-05;1.9832404496e-05;2.72011084686e-05;0.000209344546687;3.27740611578e-17;2.17431277017e-07;3.87432244422e-07;5.69967087719e-06;0.00163721017376;1.64692443142e-05;1.22623472135e-05;7.22799304215e-05;3.34059342619e-08;9.00849250491e-05;6.42693633768e-05;9.76816505953e-07;6.04759626165e-06
Shewanella sp. W3-18-1, complete genome;6.39070149031e-07;;4.036211321e-10;4.11042662663e-10;;;;;;;;1.05064361715e-07;6.408273646e-08;9.2508704799e-42;;;1.59213920507e-07;1.4359594328e-27;5.24951759273e-07;5.70385484682e-07;1.17896799281e-08;9.47198460264e-11;;4.31141682344e-07;9.53190918923e-10;2.51792285397e-10;1.73726495908e-10;;7.96921439882e-07;;6.3557151971e-10;;;4.70701168274e-10;3.82191586655e-13;2.26016358354e-23;;4.52467306601e-12;;;1.21897061194e-28;2.08452378248e-08;;8.39694914062e-14;;1.95003903286e-10;2.97436194898e-10;1.77504149738e-06;1.15623314361e-20;4.63523756892e-39;1.80536041235e-07;3.2403327256e-12;2.34693424186e-17;5.79340617812e-07;;9.4353717625e-15;;;1.16763359396e-18;6.91473072266e-08;;3.77631458515e-07;1.1712523759e-36;1.43282869454e-10;;;1.24665490104e-15;7.39648284348e-29;1.10601966888e-06;;4.63135874967e-07
Streptococcus agalactiae 2-22, complete genome;4.31584739436e-07;5.71524717985e-20;3.79547340677e-12;1.10260593118e-08;5.73707355539e-07;4.91880214164e-13;2.61934364854e-06;9.02917269301e-06;5.91687446313e-07;2.87539775562e-17;4.34644623317e-05;1.94979784553e-06;5.22453822475e-06;1.09552861782e-08;2.15275273311e-07;9.78890809573e-39;4.31421133793e-06;6.05664219054e-05;8.93864553785e-06;9.24983299488e-06;5.7552163694e-11;2.75325503131e-09;1.14327094898e-09;2.67654583652e-06;7.51020343472e-07;7.36845977146e-40;4.60371586912e-07;2.62194690623e-05;6.86887836933e-05;6.92904613075e-05;7.28144432575e-07;4.96610158742e-13;1.1365448545e-06;;1.7266300889e-28;3.48513346153e-09;5.1203172102e-06;3.42683715024e-06;2.25945977396e-08;2.26877871969e-08;0.000518447686537;0.000201006138956;1.46147685829e-05;5.41651512883e-05;1.19986354728e-22;1.83593870708e-05;6.21985340925e-06;6.36753092724e-05;8.38886743757e-07;4.2033551213e-05;3.37135626162e-14;8.54181307139e-13;2.3224216328e-08;1.84587837083e-06;1.04188071147e-05;3.36597389484e-16;6.03959402187e-07;5.81298822577e-05;4.8049801685e-07;1.0438872619e-07;2.47157234293e-06;9.00987105655e-07;2.23500899769e-05;1.22817277699e-05;4.36096009393e-07;3.73361611503e-15;;1.09138397515e-05;1.67853164961e-14;1.14280412967e-09;1.3197187621e-07
Prevotella sp. oral taxon 299 str. F0039, complete genome;1.52934904868e-07;5.29911342558e-08;5.17946972301e-10;1.07625683466e-10;2.04754759581e-08;;5.71131481803e-08;4.55546541814e-07;4.1068995176e-08;1.71414283398e-20;3.63335189162e-05;7.91216633599e-08;0.000109621400257;8.92548817273e-11;5.67015322665e-06;9.16242916267e-05;2.76726366512e-09;3.59591295457e-08;;1.09794798114e-18;5.98077115082e-17;8.11740147519e-28;7.18852287771e-13;;1.07936125598e-07;5.10314070546e-08;2.04312584572e-26;1.81326784894e-15;2.09592626896e-07;4.00410506925e-05;6.71485854336e-07;2.08494249449e-12;3.86449452297e-15;1.16258292472e-09;5.51711363925e-12;3.71060916153e-11;1.26048586462e-12;2.78878654926e-05;8.36448811276e-06;3.0483678967e-20;6.68802731044e-16;1.72008471366e-05;2.78152016974e-07;3.37106086857e-22;3.10499279962e-06;3.79384462102e-10;1.14357991299e-07;0.000187535549622;2.27110083708e-07;1.26466336219e-06;6.94662594334e-08;2.55771206764e-09;3.3514705333e-08;6.3664027458e-11;7.23565218728e-12;2.33879493444e-17;;1.21042496248e-10;4.85328903441e-07;4.05605277793e-11;3.08998427205e-27;;3.13292952136e-07;8.70250172144e-09;4.22193349937e-16;1.68113443335e-08;;7.27778760364e-09;1.7808070947e-26;2.05218329357e-07;8.19843092869e-09
Pantoea sp. At-9b, complete genome;1.50619897078e-07;;;;;;2.20568963698e-36;2.11432778286e-26;;3.59793085862e-39;4.55823699735e-39;3.45452116636e-09;5.34962105453e-07;2.88240683784e-06;;4.93036542496e-06;1.50842094869e-07;4.81238058338e-12;;1.36876276981e-05;4.24089728053e-10;;;;2.74919271077e-08;7.36845977146e-40;1.80519704687e-07;;2.24139339224e-05;1.70655634697e-08;1.46734392882e-36;1.60700589533e-13;;1.57870517717e-06;8.71844208734e-09;1.24006614729e-10;3.95229185688e-39;4.21694558236e-38;;6.42018419058e-40;1.15754905902e-08;1.17973979767e-06;;;5.09744540688e-40;;3.048821899e-06;1.92644782669e-37;7.10414195321e-26;3.47633712793e-05;5.3715792659e-09;2.66816762698e-40;6.53837722387e-27;;;;;1.83419141828e-05;2.51843120789e-39;3.47567973481e-09;;;7.76613452085e-07;5.72410263822e-30;3.70866615553e-41;1.40882224305e-38;;1.82146948168e-39;3.45526088744e-23;4.86436089614e-38;
Photorhabdus asymbiotica ATCC43949 complete genome;4.10918189313e-08;;1.13141467665e-08;2.54502528196e-35;;;2.53385875766e-39;4.13656572779e-37;;;5.1553191567e-35;1.99290513341e-06;1.6734042731e-19;5.34873396889e-09;2.43056131773e-38;7.40720549516e-36;3.14598913136e-38;2.12702664311e-37;2.39613808394e-10;7.68368777403e-11;;;;2.8038570109e-10;1.31775146896e-07;;8.28322078429e-13;;4.72442308281e-10;;;;;;3.34658672912e-39;;2.50007877137e-38;2.12883134273e-39;6.09327974555e-25;;1.65779622534e-18;1.07553633894e-08;2.00035439554e-11;;;;;3.65862236733e-15;;1.03107587098e-12;7.78173464636e-41;5.77316307104e-14;2.51283455088e-17;6.70446087098e-09;3.91604578863e-09;;;5.1645211295e-15;;3.07143459197e-13;;;2.80006887649e-08;8.84858187873e-07;1.60674132743e-14;3.65108772799e-39;3.10437262175e-07;8.49525750744e-39;9.52314800674e-41;;1.15162422957e-07
Delftia sp. Cs1-4, complete genome;2.72475228669e-08;4.28448109356e-10;5.81453791291e-22;1.10270339995e-08;;1.08559157431e-08;1.0118317904e-11;7.71851951745e-17;;7.58104723831e-18;2.08980533044e-21;1.22634512816e-21;1.67340955147e-19;6.9950346611e-16;5.69936436758e-17;3.40547757961e-07;3.52072481029e-12;7.18900661483e-08;;1.52386424355e-39;;6.51739153992e-34;;1.95505782996e-15;1.84712280288e-20;3.17919873586e-37;7.310799594e-10;4.31416477828e-29;8.30511618658e-38;5.02640782879e-08;2.64437777985e-18;1.83048992976e-12;;;6.18982910951e-19;;4.37782960528e-11;7.82338213192e-05;8.54843205707e-26;4.36576747014e-30;3.44133225424e-09;5.32258836986e-37;;;4.14831952039e-37;;;4.90314652204e-38;2.05723467512e-15;0.000408194256199;1.55583886808e-07;1.84638396581e-10;4.27664179817e-10;;;6.50241325256e-15;;8.70839185061e-10;2.90715464479e-10;;;1.43796541456e-10;1.7530983346e-37;5.93902075509e-08;4.1046662217e-28;4.48967280093e-09;1.24584088511e-15;9.50724288368e-10;1.24161721565e-21;5.17163525847e-14;4.07574129671e-09
Janthinobacterium sp. Marseille, complete genome;1.32414599213e-08;;8.26095531337e-16;;4.3818255035e-13;;3.15619032706e-24;3.79158995708e-12;;1.19378919118e-38;3.58266858804e-36;8.86237810352e-38;1.03315036261e-13;1.61003290948e-23;2.73556475134e-16;8.74102259883e-09;2.28118458936e-29;1.01952297864e-39;;5.18413638993e-10;;2.33640010526e-24;;;;3.16355068806e-35;1.72338922032e-10;1.23571511774e-38;6.19841342319e-37;;1.98286660411e-37;;;5.29250922118e-10;4.27988991823e-31;2.00840554366e-16;2.67303756137e-38;5.47942901493e-39;1.1105709644e-37;4.66541049321e-17;3.81660372913e-07;1.19712058164e-37;6.82734662433e-19;1.51801732317e-08;2.90876800539e-38;1.51354047411e-29;;3.42360651234e-28;;1.4994935526e-35;2.45138890523e-27;5.11903541064e-39;3.36663265944e-07;;3.27185567154e-16;;;1.63593679361e-11;7.46694535211e-13;1.1957911172e-14;1.10543130582e-17;;;2.84377898945e-10;;7.10578916953e-26;;8.89424105983e-23;3.24918634196e-25;4.747547178e-06;3.10064472214e-06
Herminiimonas arsenicoxydans chromosome, complete sequence;1.05758499018e-08;2.29443117592e-28;4.25037617693e-30;;1.14896503397e-10;;2.2983930024e-38;3.23593573013e-23;;1.669527443e-13;1.75928308682e-05;2.12255873213e-25;4.12772221487e-33;1.31059998092e-09;6.030559338e-26;7.25030841115e-38;2.60555750633e-14;2.8578885709e-38;;3.81446063262e-20;4.13193534661e-24;;;;3.18951915449e-24;2.30501443544e-10;;1.69545979789e-37;3.16567752815e-15;2.32390995356e-11;2.5821194361e-35;;;4.68002133012e-14;3.82216056774e-13;4.11868444401e-36;4.812635754e-14;4.14633083686e-39;1.61542661153e-14;3.21009209529e-40;1.19315749722e-08;3.84862838344e-37;;1.10747296137e-09;5.81572139061e-29;1.19022807521e-39;;7.8509976869e-38;;2.6910358837e-26;7.72671800452e-38;3.85885811254e-28;4.83124361167e-26;4.35926815208e-23;;1.28011058688e-15;;7.30100143676e-36;9.13011510458e-27;;9.32014990074e-15;4.57197974614e-08;6.01341029655e-37;1.04858857785e-31;2.59126913156e-31;1.46469252275e-34;;;1.53314495054e-21;3.56535078775e-37;4.15995564782e-18
Dehalobacter sp. DCA, complete genome;7.26576320592e-10;;1.19745873628e-17;3.91425504971e-21;;;;3.5214002226e-10;;1.56224442002e-26;8.43232999446e-19;2.70132984151e-17;4.69125004336e-18;;3.09619240063e-26;4.87719227215e-17;1.58069038077e-38;;;6.5697343992e-24;6.02345243208e-20;3.482649582e-23;;;6.55728045812e-33;1.00210822826e-29;3.51892290553e-30;2.50485336771e-25;4.58334332181e-14;;9.62017863456e-29;;9.86116457103e-11;;;;6.47411111824e-26;;6.4797567009e-23;6.42018419058e-40;;7.86939439651e-19;;;1.02080130648e-13;2.04835512821e-30;;9.66796848424e-16;2.10650305461e-19;4.11245584179e-18;2.16616465619e-36;1.01221418641e-39;3.34879544274e-38;;2.4247643284e-24;2.06812591525e-21;;8.32779491709e-10;2.26312927942e-29;;2.42940605264e-13;;2.9032443762e-39;3.53427634539e-24;;7.63403305384e-13;;1.71305384117e-25;5.59612929029e-29;2.64402657676e-25;
